Source,Nom,Adresse,Code Postal,libelle_geographique,code_insee,Catégorie,Label et appellation,Région,Domaine,Latitude,Longitude
Ministère de la Culture - Service du livre et de la lecture,Bibliothèque de GAMARde,348 RUE ABBE BORDES,40380.0,Gamarde-les-Bains,40104,Bibliothèque,,Nouvelle-Aquitaine,Lecture publique,43.7325530845461,-0.873206140912455
Ministère de la Culture - Service du livre et de la lecture,Médiathèque de GRENAde-SUR-L'ADOUR,32 RUE DES CAPUCINS,40270.0,Grenade-sur-l'Adour,40117,Bibliothèque,,Nouvelle-Aquitaine,Lecture publique,43.772152205146,-0.429404631079996
Ministère de la Culture - Service du livre et de la lecture,LUDO-Bibliothèque MUNICIPALE de LABENNE,14 RUE DU PRESBYTERE,40530.0,Labenne,40133,Bibliothèque,,Nouvelle-Aquitaine,Lecture publique,43.5959632032077,-1.42775664273915
Ministère de la Culture - Service du livre et de la lecture,Bibliothèque MUNICIPALE de LABOUHEYRE,46 RUE FRANÇOIS MITTERRAND,40210.0,Labouheyre,40134,Bibliothèque,,Nouvelle-Aquitaine,Lecture publique,44.2133421363569,-0.918764424591646
Ministère de la Culture - Service du livre et de la lecture,Médiathèque de LABRIT,30 ROUTE DE LUXEY,40420.0,Labrit,40135,Bibliothèque,,Nouvelle-Aquitaine,Lecture publique,44.1050991899747,-0.545001121981277
Ministère de la Culture - Service du livre et de la lecture,Bibliothèque de LESGOR,Route de Carcen,40400.0,Lesgor,40151,Bibliothèque,,Nouvelle-Aquitaine,Lecture publique,43.8533295747801,-0.900874551760323
Ministère de la Culture - Service du livre et de la lecture,Bibliothèque MUNICIPALE de LIT-ET-MIXE,93 RUE DE L'HOTEL DE VILLE,40170.0,Lit-et-Mixe,40157,Bibliothèque,,Nouvelle-Aquitaine,Lecture publique,44.033846938829,-1.25829793995005
Ministère de la Culture - Service du livre et de la lecture,Bibliothèque MUNICIPALE de LOSSE,Le Bourg,40240.0,Losse,40158,Bibliothèque,,Nouvelle-Aquitaine,Lecture publique,44.1093773706474,-0.100829757197195
Ministère de la Culture - Service du livre et de la lecture,Bibliothèque MUNICIPALE de MEES,87 rue des écoles,40990.0,Mées,40179,Bibliothèque,,Nouvelle-Aquitaine,Lecture publique,43.7039216136948,-1.11107963302832
Ministère de la Culture - Service du livre et de la lecture,Bibliothèque MUNICIPALE de PARENTIS-EN-BORN,76 AVENUE DU 11 NOVEMBRE,40160.0,Parentis-en-Born,40217,Bibliothèque,,Nouvelle-Aquitaine,Lecture publique,44.3489977841838,-1.07353658593344
Ministère de la Culture - Service du livre et de la lecture,Bibliothèque de POUYdesSEAUX,90  AVENUE DE L'EGLISE,40120.0,Pouydesseaux,40234,Bibliothèque,,Nouvelle-Aquitaine,Lecture publique,43.9688617383422,-0.328424909630649
Ministère de la Culture - Service du livre et de la lecture,Médiathèque de SAINT-JEAN-de-MARSACQ,190 ROUTE DU CRICQ,40230.0,Saint-Jean-de-Marsacq,40264,Bibliothèque,,Nouvelle-Aquitaine,Lecture publique,43.6246815703258,-1.25816724378708
Ministère de la Culture - Service du livre et de la lecture,Bibliothèque MUNICIPALE de SAINT-JULIEN-EN-BORN,93 ROUTE DE CASTEJA,40170.0,Saint-Julien-en-Born,40266,Bibliothèque,,Nouvelle-Aquitaine,Lecture publique,44.0625571759172,-1.22470173403431
Ministère de la Culture - Service du livre et de la lecture,Bibliothèque MUNICIPALE de SAINT-LON-LES-MINES,Route de la Payolle,40300.0,Saint-Lon-les-Mines,40269,Bibliothèque,,Nouvelle-Aquitaine,Lecture publique,43.614009,-1.12589
Ministère de la Culture - Service du livre et de la lecture,Bibliothèque de SAINT-MARTIN-D'ONEY,LE BOURG,40090.0,Saint-Martin-d'Oney,40274,Bibliothèque,,Nouvelle-Aquitaine,Lecture publique,43.9279235746468,-0.640331963336204
Ministère de la Culture - Service du livre et de la lecture,Médiathèque MUNICIPALE de SAUBRIGUES,116 PLACE DE LA MAIRIE,40230.0,Saubrigues,40292,Bibliothèque,,Nouvelle-Aquitaine,Lecture publique,43.6112497130833,-1.31466460860019
Ministère de la Culture - Service du livre et de la lecture,Bibliothèque de SORE,PLACE DE LA MAIRIE,40430.0,Sore,40307,Bibliothèque,,Nouvelle-Aquitaine,Lecture publique,44.3234814370295,-0.581217163701525
Ministère de la Culture - Service du livre et de la lecture,Médiathèque MUNICIPALE,Places des Arènes,40140.0,Soustons,40310,Bibliothèque,,Nouvelle-Aquitaine,Lecture publique,43.75507,-1.335264
Ministère de la Culture - Service du livre et de la lecture,Médiathèque MUNICIPALE de TARNOS,1 rue du Fils,40220.0,Tarnos,40312,Bibliothèque,,Nouvelle-Aquitaine,Lecture publique,43.5413580372718,-1.46012492436431
Ministère de la Culture - Service du livre et de la lecture,Médiathèque MUNICIPALE de VIEUX-BOUCAU-LES-BAINS,PLACE DE LA MAIRIE,40480.0,Vieux-Boucau-les-Bains,40328,Bibliothèque,,Nouvelle-Aquitaine,Lecture publique,43.7861644519139,-1.40103489265675
Ministère de la Culture - Service du livre et de la lecture,Point-lecture de Bauzy,1 route de Neuvy,41250.0,Bauzy,41013,Bibliothèque,,Centre-Val de Loire,Lecture publique,47.5357579463725,1.60858665332839
Ministère de la Culture - Service du livre et de la lecture,Bibliothèque municipale de Chailles,1 rue des Amandiers,41120.0,Chailles,41032,Bibliothèque,,Centre-Val de Loire,Lecture publique,47.5286111776226,1.30671956745738
Ministère de la Culture - Service du livre et de la lecture,Bibliothèque Chaumont-sur-Tharonne,2 bis Route de Vouzon,41600.0,Chaumont-sur-Tharonne,41046,Bibliothèque,,Centre-Val de Loire,Lecture publique,47.6106480934933,1.90760027911881
Ministère de la Culture - Service du livre et de la lecture,Bibliothèque de Chémery,44 rue Nationale,41700.0,Chémery,41049,Bibliothèque,,Centre-Val de Loire,Lecture publique,47.3477524937642,1.47824080244906
Ministère de la Culture - Service du livre et de la lecture,Bibliothèque municipale de Chissay-en-Touraine,20 rue Etienne Denis,41400.0,Chissay-en-Touraine,41051,Bibliothèque,,Centre-Val de Loire,Lecture publique,47.337501156055,1.1330049583311
Ministère de la Culture - Service du livre et de la lecture,Bibliothèque municipale de Ouchamps,42 Rue Victor Drugeon,41400.0,Le Controis-en-Sologne,41059,Bibliothèque,,Centre-Val de Loire,Lecture publique,47.4719620704804,1.30897309364155
Ministère de la Culture - Service du livre et de la lecture,Point-lecture de Cour-sur-Loire (fermé),0,41500.0,Cour-sur-Loire,41069,Bibliothèque,,Centre-Val de Loire,Lecture publique,47.655767,1.415899
Ministère de la Culture - Service du livre et de la lecture,Point-lecture de Vallée de Ronsard,13 bis Place de l'Eglise,41800.0,Vallée-de-Ronsard,41070,Bibliothèque,,Centre-Val de Loire,Lecture publique,47.7538715642453,0.686079405086086
Ministère de la Culture - Service du livre et de la lecture,Bibliothèque de la Ferté-Saint-Cyr,5 bis le bourg,41220.0,La Ferté-Saint-Cyr,41085,Bibliothèque,,Centre-Val de Loire,Lecture publique,47.6561627025357,1.67356655842242
Ministère de la Culture - Service du livre et de la lecture,Bibliothèque de Fontaines-en-Sologne,91 route de Bracieux,41250.0,Fontaines-en-Sologne,41086,Bibliothèque,,Centre-Val de Loire,Lecture publique,47.5106027607257,1.55019107583296
Ministère de la Culture - Service du livre et de la lecture,Bibliothèque municipale de Fresnes,24 rue de Fougères,41700.0,Fresnes,41094,Bibliothèque,,Centre-Val de Loire,Lecture publique,47.4355575879885,1.41016327518964
Ministère de la Culture - Service du livre et de la lecture,Espace Culturel de Gièvres,27 rue André Bonnet,41130.0,Gièvres,41097,Bibliothèque,,Centre-Val de Loire,Lecture publique,47.275075902368,1.66861700921052
Ministère de la Culture - Service du livre et de la lecture,Médiathèque municipale de Mer,2 Rue Nationale,41500.0,Mer,41136,Bibliothèque,,Centre-Val de Loire,Lecture publique,47.7000180306674,1.50807989503724
Ministère de la Culture - Service du livre et de la lecture,Médiathèque Annick Faÿs,2 rue de la Madeleine,41200.0,Millançay,41140,Bibliothèque,,Centre-Val de Loire,Lecture publique,47.4475223525338,1.77131970155931
Ministère de la Culture - Service du livre et de la lecture,Médiathèque Jules Verne Mondoubleau,1 place Saint Denis,41170.0,Mondoubleau,41143,Bibliothèque,,Centre-Val de Loire,Lecture publique,47.9823421087315,0.897329678730981
Ministère de la Culture - Service du livre et de la lecture,Bibliothèque municipale de Monthou-sur-Cher,Place de l'école,41400.0,Monthou-sur-Cher,41146,Bibliothèque,,Centre-Val de Loire,Lecture publique,47.3468673808238,1.29453684318882
Ministère de la Culture - Service du livre et de la lecture,Médiathèque municipale de Mont-Près-Chambord,20 rue des écoles,41250.0,Mont-près-Chambord,41150,Bibliothèque,,Centre-Val de Loire,Lecture publique,47.5615987554364,1.45528093353429
Ministère de la Culture - Service du livre et de la lecture,Point-lecture de Oisly,16 route de Contres,41700.0,Oisly,41166,Bibliothèque,,Centre-Val de Loire,Lecture publique,47.3898247134802,1.37960676997153
Ministère de la Culture - Service du livre et de la lecture,Médiathèque Intercommunale de Beauce la Romaine,2 rue de la Libération,41160.0,Beauce la Romaine,41173,Bibliothèque,,Centre-Val de Loire,Lecture publique,47.910220484617,1.52775459552427
Ministère de la Culture - Service du livre et de la lecture,Point-lecture de Saint-Amand-Longpré,18 rue Jules Ferry,41310.0,Saint-Amand-Longpré,41199,Bibliothèque,,Centre-Val de Loire,Lecture publique,47.689401819012,1.01616290399856
Ministère de la Culture - Service du livre et de la lecture,Bibliothèque Charles d'Orléans Saint-Viâtre,10 place de l'Église,41210.0,Saint-Viâtre,41231,Bibliothèque,,Centre-Val de Loire,Lecture publique,47.5223491068843,1.93314582238404
Ministère de la Culture - Service du livre et de la lecture,Médiathèque Alain Quillout Selles-sur-Cher,35 rue Jules Ferry,41130.0,Selles-sur-Cher,41242,Bibliothèque,,Centre-Val de Loire,Lecture publique,47.2738444916633,1.55324060871715
Ministère de la Culture - Service du livre et de la lecture,Bibliothèque municipale de Soings-en-Sologne,6 rue de Selles-sur-Cher,41230.0,Soings-en-Sologne,41247,Bibliothèque,,Centre-Val de Loire,Lecture publique,47.4124614412419,1.52401722459157
Ministère de la Culture - Service du livre et de la lecture,Bibliothèque Souvigny-en-Sologne,3 Rue Eugène Labiche,41600.0,Souvigny-en-Sologne,41251,Bibliothèque,,Centre-Val de Loire,Lecture publique,47.6442967967603,2.16318320998058
Ministère de la Culture - Service du livre et de la lecture,Bibliothèque de Vallières-les-grandes,2 place de l'Église,41400.0,Vallières-les-Grandes,41267,Bibliothèque,,Centre-Val de Loire,Lecture publique,47.4231781974896,1.14676886128626
Ministère de la Culture - Service du livre et de la lecture,Bibliothèque municipale Irène Frain Villebarou,9 rue Maurice Pasquier,41000.0,Villebarou,41276,Bibliothèque,,Centre-Val de Loire,Lecture publique,47.6222419031549,1.32441466321227
Ministère de la Culture - Service du livre et de la lecture,Bibliothèque - Andrézieux-Bouthéon - Bibliothèque le Passage,8 Place du Forez,42160.0,Andrézieux-Bouthéon,42005,Bibliothèque,,Auvergne-Rhône-Alpes,Lecture publique,45.5242569210536,4.2562141213562
Ministère de la Culture - Service du livre et de la lecture,Bibliothèque - Andrézieux-Bouthéon - Charles Gabriel Richard,Place Victor Hugo,42160.0,Andrézieux-Bouthéon,42005,Bibliothèque,,Auvergne-Rhône-Alpes,Lecture publique,45.5423871929888,4.26805047832187
Ministère de la Culture - Service du livre et de la lecture,Bibliothèque - Andrézieux-Bouthéon - Le Kiosque,1 Rue Blaise Pascal,42160.0,Andrézieux-Bouthéon,42005,Bibliothèque,,Auvergne-Rhône-Alpes,Lecture publique,45.5234767530456,4.27265371817011
Ministère de la Culture - Service du livre et de la lecture,Bibliothèque - Bellegarde-en-Forez,188 Chemin Neuf,42210.0,Bellegarde-en-Forez,42013,Bibliothèque,,Auvergne-Rhône-Alpes,Lecture publique,45.6478370398932,4.29729147596154
Ministère de la Culture - Service du livre et de la lecture,Bibliothèque - Boisset-Saint-Priest,Boisset-Saint-Priest,42560.0,Boisset-Saint-Priest,42021,Bibliothèque,,Auvergne-Rhône-Alpes,Lecture publique,45.5084774956256,4.12857725707647
Ministère de la Culture - Service du livre et de la lecture,Bibliothèque - Bussy-Albieux,35 Rue des Écoliers,42260.0,Bussy-Albieux,42030,Bibliothèque,,Auvergne-Rhône-Alpes,Lecture publique,45.794544790636,4.0341527703082
Ministère de la Culture - Service du livre et de la lecture,Médiathèque - Cellieu,25 Place de Verdun,42320.0,Cellieu,42032,Bibliothèque,,Auvergne-Rhône-Alpes,Lecture publique,45.5232243870889,4.54133055715909
Ministère de la Culture - Service du livre et de la lecture,Pôle Culturel  - Chavanay,Place du Marronnier,42410.0,Chavanay,42056,Bibliothèque,,Auvergne-Rhône-Alpes,Lecture publique,45.4141546043406,4.73223464013865
Ministère de la Culture - Service du livre et de la lecture,Bibliothèque - Cherier,Cherier,42430.0,Cherier,42061,Bibliothèque,,Auvergne-Rhône-Alpes,Lecture publique,45.9651489565735,3.90972241063828
Ministère de la Culture - Service du livre et de la lecture,Bibliothèque - Cremeaux,Place des Tilleuls,42260.0,Cremeaux,42076,Bibliothèque,,Auvergne-Rhône-Alpes,Lecture publique,45.908341600562,3.92748198544356
Ministère de la Culture - Service du livre et de la lecture,Bibliothèque - Cuzieu,Route de Rivas,42330.0,Cuzieu,42081,Bibliothèque,,Auvergne-Rhône-Alpes,Lecture publique,45.6084806699664,4.26059098259144
Ministère de la Culture - Service du livre et de la lecture,Bibliothèque - Écoche,186 Rue du Bourg,42670.0,Écoche,42086,Bibliothèque,,Auvergne-Rhône-Alpes,Lecture publique,46.1607699778218,4.29785904586123
Ministère de la Culture - Service du livre et de la lecture,Bibliothèque - Fourneaux,70 Place de l’Eglise,42470.0,Fourneaux,42098,Bibliothèque,,Auvergne-Rhône-Alpes,Lecture publique,45.9369303448185,4.26904570927917
Ministère de la Culture - Service du livre et de la lecture,Bibliothèque - Grammond,359 rue de la Passementerie,42140.0,Grammond,42102,Bibliothèque,,Auvergne-Rhône-Alpes,Lecture publique,45.565879,4.43981
Ministère de la Culture - Service du livre et de la lecture,Bibliothèque - Luriecq,119 Place de l’Église,42380.0,Luriecq,42126,Bibliothèque,,Auvergne-Rhône-Alpes,Lecture publique,45.4517395215531,4.07976864415034
Ministère de la Culture - Service du livre et de la lecture,Médiathèque - Maclas,25 Route de Saint-Appolinard,42520.0,Maclas,42129,Bibliothèque,,Auvergne-Rhône-Alpes,Lecture publique,45.3613971843521,4.68359663282884
Ministère de la Culture - Service du livre et de la lecture,Bibliothèque - Marcenod,Chemin des Ecoliers,42140.0,Marcenod,42133,Bibliothèque,,Auvergne-Rhône-Alpes,Lecture publique,45.571279668317,4.4828575776865
Ministère de la Culture - Service du livre et de la lecture,Bibliothèque - Margerie-Chantagret,Place de la Mairie,42560.0,Margerie-Chantagret,42137,Bibliothèque,,Auvergne-Rhône-Alpes,Lecture publique,45.5255570109544,4.06779825672786
Ministère de la Culture - Service du livre et de la lecture,Bibliothèque - Montchal,118 Rue des Jardins de la Cure,42360.0,Montchal,42148,Bibliothèque,,Auvergne-Rhône-Alpes,Lecture publique,45.8263870030689,4.31636803855469
Ministère de la Culture - Service du livre et de la lecture,Médiathèque COPERNIC- Noirétable,2 Place de l’Église,42440.0,Noirétable,42159,Bibliothèque,,Auvergne-Rhône-Alpes,Lecture publique,45.8166347475689,3.76674437599507
Ministère de la Culture - Service du livre et de la lecture,Bibliothèque - Pavezin,2 Route du Col,42410.0,Pavezin,42167,Bibliothèque,,Auvergne-Rhône-Alpes,Lecture publique,45.4650459143027,4.67212805046187
Ministère de la Culture - Service du livre et de la lecture,Bibliothèque - Perigneux,60 Rue de la Cure,42380.0,Périgneux,42169,Bibliothèque,,Auvergne-Rhône-Alpes,Lecture publique,45.4424301163589,4.15530552512438
Ministère de la Culture - Service du livre et de la lecture,Bibliothèque - Régny,Place Jacques Fougerat,42630.0,Régny,42181,Bibliothèque,,Auvergne-Rhône-Alpes,Lecture publique,45.9887528355526,4.21631861253015
Ministère de la Culture - Service du livre et de la lecture,Bibliothèque- Saint-André-d'Apchon,14 Rue de l’Eglise,42370.0,Saint-André-d'Apchon,42199,Bibliothèque,,Auvergne-Rhône-Alpes,Lecture publique,46.0328994635438,3.92895593542937
Ministère de la Culture - Service du livre et de la lecture,Bibliothèque - Saint-Bonnet-le-Courreau,Saint-Bonnet-le-Courreau,42940.0,Saint-Bonnet-le-Courreau,42205,Bibliothèque,,Auvergne-Rhône-Alpes,Lecture publique,45.6594077837044,3.94402853364724
Ministère de la Culture - Service du livre et de la lecture,Médiathèque de Carnot - Saint-Étienne,3 Boulevard Augustin Thierry,42100.0,Saint-Étienne,42218,Bibliothèque,,Auvergne-Rhône-Alpes,Lecture publique,45.4470307688566,4.38455745408026
Ministère de la Culture - Service du livre et de la lecture,Médiathèque de Beuvrages,Place Hector Rousseau,59192.0,Beuvrages,59079,Bibliothèque,,Hauts-de-France,Lecture publique,50.3841456857071,3.5075791993999
Ministère de la Culture - Service du livre et de la lecture,Bibliothèque - Saint-Forgeux-Lespinasse,Rue du Faite du Bourg,42640.0,Saint-Forgeux-Lespinasse,42220,Bibliothèque,,Auvergne-Rhône-Alpes,Lecture publique,46.1227000221639,3.92944001165024
Ministère de la Culture - Service du livre et de la lecture,Médiathèque des Vals d'Aix et Isable,28 Rue Robert Lugnier,42260.0,Saint-Germain-Laval,42230,Bibliothèque,,Auvergne-Rhône-Alpes,Lecture publique,45.8295241852874,4.01057480989286
Ministère de la Culture - Service du livre et de la lecture,Bibliothèque - Saint-Germain-Lespinasse,229 Rue de Verdun,42640.0,Saint-Germain-Lespinasse,42231,Bibliothèque,,Auvergne-Rhône-Alpes,Lecture publique,46.1025282001186,3.96156274382459
Ministère de la Culture - Service du livre et de la lecture,Bibliothèque - Saint-Haon-le-Vieux,82 Chemin des Écoliers,42370.0,Saint-Haon-le-Vieux,42233,Bibliothèque,,Auvergne-Rhône-Alpes,Lecture publique,46.078098995308,3.90772152789661
Ministère de la Culture - Service du livre et de la lecture,Médiathèque - Saint-Jean-Soleymieux,74 Route de Marols,42560.0,Saint-Jean-Soleymieux,42240,Bibliothèque,,Auvergne-Rhône-Alpes,Lecture publique,45.5024089522285,4.0394223963367
Ministère de la Culture - Service du livre et de la lecture,Bibliothèque - Vêtre-sur-Anzon,Vêtre-sur-Anzon,42111.0,Vêtre-sur-Anzon,42245,Bibliothèque,,Auvergne-Rhône-Alpes,Lecture publique,45.8163489751473,3.87193449580112
Ministère de la Culture - Service du livre et de la lecture,Médiathèque - Saint-Laurent-La-Conche,,42210.0,Saint-Laurent-la-Conche,42251,Bibliothèque,,Auvergne-Rhône-Alpes,Lecture publique,45.69437,4.226255
Ministère de la Culture - Service du livre et de la lecture,Bibliothèque - Vézelin sur Loire (Amions),Vézelin-sur-Loire,42590.0,Vézelin-sur-Loire,42268,Bibliothèque,,Auvergne-Rhône-Alpes,Lecture publique,45.8776094981953,4.03369461278264
Ministère de la Culture - Service du livre et de la lecture,Mediathèque - Saint-Romain-la-Motte,12 Place de l'Eglise,42640.0,Saint-Romain-la-Motte,42284,Bibliothèque,,Auvergne-Rhône-Alpes,Lecture publique,46.0855775766213,3.98290941919317
Ministère de la Culture - Service du livre et de la lecture,Bibliothèque - Saint-Sauveur-en-Rue,1 Place du 8 Mai 1945,42220.0,Saint-Sauveur-en-Rue,42287,Bibliothèque,,Auvergne-Rhône-Alpes,Lecture publique,45.2693468413728,4.49522716408438
Ministère de la Culture - Service du livre et de la lecture,Médiathéque - Saint-Thomas-la-Garde,19 Route du Lavoir,42600.0,Saint-Thomas-la-Garde,42290,Bibliothèque,,Auvergne-Rhône-Alpes,Lecture publique,45.5670124795814,4.08123576385606
Ministère de la Culture - Service du livre et de la lecture,Bibliothèque - Sauvain,Sauvain,42990.0,Sauvain,42298,Bibliothèque,,Auvergne-Rhône-Alpes,Lecture publique,45.6740024699663,3.90518774161932
Ministère de la Culture - Service du livre et de la lecture,Bibliothèque - Sorbiers,Rue Rambert Faure,42290.0,Sorbiers,42302,Bibliothèque,,Auvergne-Rhône-Alpes,Lecture publique,45.4911563599022,4.44931608098067
Ministère de la Culture - Service du livre et de la lecture,Médiathèque - Tartaras,2 Rue Pierre Mussieux,42800.0,Tartaras,42307,Bibliothèque,,Auvergne-Rhône-Alpes,Lecture publique,45.55335051733,4.66954445008631
Ministère de la Culture - Service du livre et de la lecture,Bibliothèque - La Valla-sur-Rochefort,1 Route de Noirétable - D44,42111.0,La Valla-sur-Rochefort,42321,Bibliothèque,,Auvergne-Rhône-Alpes,Lecture publique,45.7599554113627,3.85196004871559
Ministère de la Culture - Service du livre et de la lecture,Bibliothèque - Véranne,1 Place de la Mairie,42520.0,Véranne,42326,Bibliothèque,,Auvergne-Rhône-Alpes,Lecture publique,45.3684039779515,4.66278556441245
Ministère de la Culture - Service du livre et de la lecture,Médiathèque - Villerest,7 Rue du Clos,42300.0,Villerest,42332,Bibliothèque,,Auvergne-Rhône-Alpes,Lecture publique,45.9964081609548,4.03687764667326
Ministère de la Culture - Service du livre et de la lecture,Bibliothèque - Villers,219 Rue de la Mairie,42460.0,Villers,42333,Bibliothèque,,Auvergne-Rhône-Alpes,Lecture publique,46.1228821514026,4.2218804156896
Ministère de la Culture - Service du livre et de la lecture,Bibliothèque - Vougy,2 Rue de Verdun,42720.0,Vougy,42338,Bibliothèque,,Auvergne-Rhône-Alpes,Lecture publique,46.1023017363986,4.12173401478896
Ministère de la Culture - Service du livre et de la lecture,Médiathèque Les Mots Passants,6 place des Hêtres,43110.0,Aurec-sur-Loire,43012,Bibliothèque,,Auvergne-Rhône-Alpes,Lecture publique,45.3701152637382,4.19955425832056
Ministère de la Culture - Service du livre et de la lecture,Bibliothèque municipale,0,43510.0,Le Bouchet-Saint-Nicolas,43037,Bibliothèque,,Auvergne-Rhône-Alpes,Lecture publique,44.8901895889271,3.79014697610124
Ministère de la Culture - Service du livre et de la lecture,Bibliothèque municipale \,le bourg,43510.0,Cayres,43042,Bibliothèque,,Auvergne-Rhône-Alpes,Lecture publique,44.9249654941433,3.80771712007867
Ministère de la Culture - Service du livre et de la lecture,Bibliothèque municipale,0,43270.0,Céaux-d'Allègre,43043,Bibliothèque,,Auvergne-Rhône-Alpes,Lecture publique,45.1817802013021,3.74680408995203
Ministère de la Culture - Service du livre et de la lecture,Médiathèque de Dunières,Rue des Moulins,43220.0,Dunières,43087,Bibliothèque,,Auvergne-Rhône-Alpes,Lecture publique,45.2181713849366,4.34605342419659
Ministère de la Culture - Service du livre et de la lecture,Mairie Bibliothèque,0,43170.0,Esplantas-Vazeilles,43090,Bibliothèque,,Auvergne-Rhône-Alpes,Lecture publique,44.9083893424702,3.54725039240631
Ministère de la Culture - Service du livre et de la lecture,Bibliothèque Municipale,26 Avenue Henri Veysseyre,43100.0,Fontannes,43096,Bibliothèque,,Auvergne-Rhône-Alpes,Lecture publique,45.2889519497482,3.42195926819848
Ministère de la Culture - Service du livre et de la lecture,Bibliothèque municipale,0,43250.0,Frugerès-les-Mines,43099,Bibliothèque,,Auvergne-Rhône-Alpes,Lecture publique,45.3849982525892,3.30594772114032
Ministère de la Culture - Service du livre et de la lecture,Bibliothèque municipale,Rue du Lavoir,43100.0,Javaugues,43105,Bibliothèque,,Auvergne-Rhône-Alpes,Lecture publique,45.2891749765749,3.48003240052221
Ministère de la Culture - Service du livre et de la lecture,Bubliotheque municipale,0,43500.0,Jullianges,43108,Bibliothèque,,Auvergne-Rhône-Alpes,Lecture publique,45.3066786567923,3.79034107358459
Ministère de la Culture - Service du livre et de la lecture,Bibliothèque de Laussonne,2 place de l'Eglise,43150.0,Laussonne,43115,Bibliothèque,,Auvergne-Rhône-Alpes,Lecture publique,44.9699143838333,4.05236815852017
Ministère de la Culture - Service du livre et de la lecture,Bibliothèque Municipale,Le bourg Le bourg Le bourg,43410.0,Léotoing,43121,Bibliothèque,,Auvergne-Rhône-Alpes,Lecture publique,45.3611210547225,3.2241626773456
Ministère de la Culture - Service du livre et de la lecture,Bibliothèque municipale,0,43800.0,Malrevers,43126,Bibliothèque,,Auvergne-Rhône-Alpes,Lecture publique,45.0982002759213,3.96523521105585
Ministère de la Culture - Service du livre et de la lecture,Bibliothèque municipale,0,43300.0,Mazeyrat-d'Allier,43132,Bibliothèque,,Auvergne-Rhône-Alpes,Lecture publique,45.121062451716,3.52844114770035
Ministère de la Culture - Service du livre et de la lecture,Bibliothèque municipale,0,43100.0,Mercoeur,43133,Bibliothèque,,Auvergne-Rhône-Alpes,Lecture publique,45.190657,3.297681
Ministère de la Culture - Service du livre et de la lecture,Bibliothèque municipale,0,43800.0,Mézères,43134,Bibliothèque,,Auvergne-Rhône-Alpes,Lecture publique,45.164402,4.018248
Ministère de la Culture - Service du livre et de la lecture,Bibliothèque,0,43260.0,Queyrières,43158,Bibliothèque,,Auvergne-Rhône-Alpes,Lecture publique,45.0716,4.098
Ministère de la Culture - Service du livre et de la lecture,Médiathèque municipale,0,43500.0,Saint-Georges-Lagricol,43189,Bibliothèque,,Auvergne-Rhône-Alpes,Lecture publique,45.300788,3.884536
Ministère de la Culture - Service du livre et de la lecture,Bibliothèque municipale,0,43390.0,Saint-Hilaire,43193,Bibliothèque,,Auvergne-Rhône-Alpes,Lecture publique,45.3811960823632,3.43890570552103
Ministère de la Culture - Service du livre et de la lecture,Bibliothèque municipale,0,43510.0,Saint-Jean-Lachalm,43198,Bibliothèque,,Auvergne-Rhône-Alpes,Lecture publique,44.9571417029727,3.71981159813726
Ministère de la Culture - Service du livre et de la lecture,Médiathèque Henri Dubois,PLACE St Robert,43260.0,Saint-Julien-Chapteuil,43200,Bibliothèque,,Auvergne-Rhône-Alpes,Lecture publique,45.0357543221697,4.05972666812705
Ministère de la Culture - Service du livre et de la lecture,Bibliothèque municipale,12 rue nationale,43200.0,Saint-Maurice-de-Lignon,43211,Bibliothèque,,Auvergne-Rhône-Alpes,Lecture publique,45.2257055932537,4.13963978395798
Ministère de la Culture - Service du livre et de la lecture,Bibliothèque municipale,0,43230.0,Saint-Préjet-Armandon,43219,Bibliothèque,,Auvergne-Rhône-Alpes,Lecture publique,45.2546841235404,3.54117420611153
Ministère de la Culture - Service du livre et de la lecture,Bibliothèque de Saint-Romain-Lachalm,le bourg,43620.0,Saint-Romain-Lachalm,43223,Bibliothèque,,Auvergne-Rhône-Alpes,Lecture publique,45.2656131943825,4.33582383034328
Ministère de la Culture - Service du livre et de la lecture,Médiathèque L'échappée belle,6 rue de la découverte,43600.0,Sainte-Sigolène,43224,Bibliothèque,,Auvergne-Rhône-Alpes,Lecture publique,45.2392316004088,4.23690951295954
Ministère de la Culture - Service du livre et de la lecture,Bibliothèque municipale,0,43320.0,Sanssac-l'Église,43233,Bibliothèque,,Auvergne-Rhône-Alpes,Lecture publique,45.046515,3.78948
Ministère de la Culture - Service du livre et de la lecture,Bibliothèque Municipale,6 RUE DE L'HOTEL DE VILLE,43170.0,Saugues,43234,Bibliothèque,,Auvergne-Rhône-Alpes,Lecture publique,44.9602171678432,3.54720897650082
Ministère de la Culture - Service du livre et de la lecture,Bibliothèque Lou Libre,ZA la Gare Centre socio-culturel,43140.0,La Séauve-sur-Semène,43236,Bibliothèque,,Auvergne-Rhône-Alpes,Lecture publique,45.2950826061519,4.25906208892159
Ministère de la Culture - Service du livre et de la lecture,Bibliothèque municipale,0,43160.0,Sembadel,43237,Bibliothèque,,Auvergne-Rhône-Alpes,Lecture publique,45.276407,3.715646
Ministère de la Culture - Service du livre et de la lecture,Bibliothèque municipale,0,43320.0,Vazeilles-Limandre,43254,Bibliothèque,,Auvergne-Rhône-Alpes,Lecture publique,45.1155186775979,3.69837188441388
